0 5987750 527 11723
0.1 5987739.41383565 533.797653147491 11726.7885112007
0.3 5987717.83015901 547.657075970762 11734.5127650162
0.7 5987672.9673293 576.46454069223 11750.5681300115
1.5 5987576.03923686 638.703908893424 11785.2568542485
2.63805400928936 5987419.85331319 738.992673991116 11841.1540128237
3.7436121176394 5987244.68246674 851.470140023524 11903.8473932416
4.85160258496641 5987042.38071074 981.366121782622 11976.2531674817
5.95945981215443 5986809.25631049 1131.04998819753 12059.6937013111
7.06739783830805 5986540.56585823 1303.56597575197 12155.8681660142
8.17542193555028 5986230.8835857 1502.39590759895 12266.7205067039
9.28355501724945 5985873.9505964 1731.55580829822 12394.4935953033
10.3918210140151 5985462.55113871 1995.67509110284 12541.7737701913
11.5002466536981 5984988.36540543 2300.09073081167 12711.5438637641
12.6088619113515 5984441.79995249 2650.95569183275 12907.2443556756
13.7177006322614 5983811.79180551 3055.36409718581 13132.8440973015
14.826801228928 5983085.58213782 3521.49573014334 13392.9221320423
15.9362074755959 5982248.45469035 4058.78290109346 13692.7624085622
17.045969417578 5981283.43330793 4678.10320024493 14038.4634918285
18.156144415706 5980170.93202498 5392.00223057501 14437.0657444489
19.2667983500547 5978888.3500202 6214.95108934424 14896.6988904585
20.3780070110394 5977409.60243866 7163.64415968414 15426.7534016526
21.4898577112839 5975704.57650525 8257.34371071952 16038.0797840266
22.6024511576526 5973738.50046991 9518.27891462805 16743.2206154613
23.7159036305702 5971471.21066002 10972.1082095162 17556.6811304638
24.830349527581 5968856.29917595 12648.4555150665 18495.2453089798
25.9459443389994 5965840.12143692 14581.5327007507 19578.3458623267
27.0628681390812 5962360.63870604 16810.8629932079 20828.498300757
28.1813296940417 5958346.06569873 19382.1227841747 22271.8115170976
29.3015713121441 5953713.28713345 22348.1226937303 23938.5901728232
30.423874591202 5948365.9992589 25769.9529220548 25864.0478190465
31.5485672579498 5942192.52249747 29718.3231111155 28089.1543914201
32.6760313452764 5935063.21870477 34275.1334395868 30661.6478556466
33.8067130210512 5926827.43022874 39535.3219018001 33637.2478694569
34.9411344734555 5917309.83663675 45609.0432506509 37081.1201125976
36.0799083807869 5906306.09678918 52624.2487185734 41069.6544922475
37.2237556638977 5893577.60612935 60729.7535302278 45692.6403404184
